,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
553,Dolfin (Belcolade),Africa,2008,88.0,Belgium,60.0,Forastero,West Africa,132000.0
557,Domori,"IL100, H. San Jose",2013,100.0,Italy,60.0,Criollo,Venezuela,150000.0
564,Domori,Blend No. 1,2008,78.0,Italy,70.0,Blend,Other,136500.0
567,Domori,"Ocumare 61, Puertomar",2007,75.0,Italy,65.0,Criollo (Ocumare 61),Venezuela,121875.0
577,Dormouse,Non Pariel Estate,2016,75.0,U.K.,55.00000000000001,Trinitario,Grenada,113437.50000000003
579,Dormouse,"Colombia, Batch 9",2015,80.0,U.K.,55.00000000000001,"Criollo, Trinitario",Colombia,121000.00000000003
580,Dormouse,"Madagascar, Batch 8",2015,77.0,U.K.,55.00000000000001,"Criollo, Trinitario",Madagascar,116462.50000000003
583,Duffy's,"Rico Rugoso, Xoco",2014,76.0,U.K.,75.0,Criollo,Nicaragua,142500.0
584,Duffy's,Ocumare,2012,72.0,U.K.,75.0,Blend,Venezuela,135000.0
585,Duffy's,"Indio Rojo, Xoco",2011,72.0,U.K.,75.0,Criollo,Honduras,135000.0
587,Duffy's,"Bocas del Toro, Tierra Oscura",2011,72.0,U.K.,60.0,Blend,Panama,108000.0
588,Duffy's,"Nicaliso, Xoco",2011,71.0,U.K.,65.0,Criollo,Nicaragua,115375.0
589,Duffy's,Ocumare,2011,71.0,U.K.,70.0,Blend,Venezuela,124250.0
591,Duffy's,"Corazon del Ecuador, Calceta beans",2010,72.0,U.K.,75.0,Blend,Ecuador,135000.0
595,Durand,Madagascar,2012,82.0,France,55.00000000000001,Trinitario,Madagascar,124025.00000000003
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,55.00000000000001,Forastero (Nacional),Peru,99000.00000000001
608,El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,75.0,Blend,Bolivia,140625.0
609,El Ceibo,Alto Beni,2008,71.0,Bolivia,55.00000000000001,Blend,Bolivia,97625.00000000001
613,El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,50.0,Criollo,Venezuela,92500.0
619,Emily's,Patanemo,2015,79.0,Japan,60.0,Blend,Venezuela,118500.0
620,Emily's,Peru,2015,78.0,Japan,70.0,Criollo,Peru,136500.0
621,ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,65.0,Blend,Honduras,121875.0
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,65.0,Forastero,Sao Tome & Principe,130000.0
624,Erithaj (A. Morin),Ham Luong,2014,80.0,France,60.0,Trinitario,Vietnam,132000.0
625,Erithaj (A. Morin),Ba Lai,2014,74.0,France,65.0,Trinitario,Vietnam,132275.0
628,Escazu,Carenero Superior,2009,81.0,U.S.A.,70.0,Criollo,Venezuela,141750.0
629,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,55.00000000000001,Blend,"Cost Rica, Ven",101750.00000000001
630,Escazu,Ocumare,2008,72.0,U.S.A.,60.0,Criollo,Venezuela,108000.0
636,Ethereal,Belize,2014,80.0,U.S.A.,60.0,Trinitario,Belize,132000.0
637,Ethereal,Ecuador,2014,80.0,U.S.A.,70.0,Blend,Ecuador,140000.0
638,Ethereal,Dominican Republic,2014,80.0,U.S.A.,75.0,Blend,Dominican Republic,150000.0
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,55.00000000000001,Blend,Brazil,103125.00000000001
640,Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,60.0,Blend,Jamaica,114000.0
641,Feitoria Cacao,Cuyagua,2016,76.0,Portugal,50.0,Blend,Venezuela,95000.0
642,Feitoria Cacao,Maya Mountain,2016,76.0,Portugal,55.00000000000001,Trinitario,Belize,114950.00000000003
645,Felchlin,Elvesia P.,2006,74.0,Switzerland,60.0,"Trinitario, Criollo",Dominican Republic,122100.00000000001
648,Felchlin,Arriba,2006,72.0,Switzerland,70.0,Forastero (Arriba),Ecuador,126000.0
651,Finca,Dominican Republic,2014,80.0,U.S.A.,60.0,Blend,Dominican Republic,120000.0
653,Finca,Dominican Republic,2014,85.0,U.S.A.,50.0,Blend,Dominican Republic,106250.0
654,Forever Cacao,Rio Eni,2014,72.0,U.K.,55.00000000000001,Criollo,Peru,99000.00000000001
656,Forteza (Cortes),Puerto Rico,2016,80.0,Puerto Rico,55.00000000000001,Blend,Domincan Republic,110000.00000000001
658,Fossa,"Camino Verde P., Balao, Guayas",2016,75.0,Singapore,70.0,Blend,Ecuador,131250.0
665,Frederic Blondeel,Peru Brutus,2015,75.0,Belgium,70.0,Blend,Peru,131250.0
666,Frederic Blondeel,Vietnam,2015,80.0,Belgium,60.0,Trinitario,Vietnam,132000.0
670,French Broad,Guatemala,2015,73.0,U.S.A.,70.0,Blend,Guatemala,127750.0
671,French Broad,San Andres,2014,80.0,U.S.A.,60.0,Blend,Costa Rica,120000.0
676,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81.0,U.S.A.,40.0,Blend,Peru,81000.0
683,Fresco,"Conacado, #223, MR, SC",2013,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
684,Fresco,"Conacado, #224, MR, MC",2013,72.0,U.S.A.,75.0,Blend,Dominican Republic,135000.0
689,Fresco,"Sambirano Valley, #216, MR, LC",2012,74.0,U.S.A.,80.0,Trinitario,Madagascar,162800.0
692,Fresco,"Ghana, #211, MR, MC",2011,74.0,U.S.A.,55.00000000000001,Forastero,Ghana,101750.00000000001
694,Fresco,"Conacado, #212, LR, SC",2011,72.0,U.S.A.,70.0,Blend,Dominican Republic,126000.0
696,Fresco,"Sambirano Valley, #214, LR, MC",2011,74.0,U.S.A.,55.00000000000001,Trinitario,Madagascar,111925.00000000003
697,Fresco,"Conacado, #213, DR, -C",2011,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
698,Fresco,"Sambirano Valley, #215, MR, MC",2011,74.0,U.S.A.,60.0,Trinitario,Madagascar,122100.00000000001
699,Fresco,"Chuao, #218, MR, MC",2011,76.0,U.S.A.,65.0,Trinitario,Venezuela,135850.0
701,Fresco,"Jamaica, #204, DR, SC",2009,80.0,U.S.A.,55.00000000000001,Trinitario,Jamaica,121000.00000000003
707,Friis Holm (Bonnat),La Dalia,2015,85.0,Denmark,65.0,Blend,Nicaragua,138125.0
718,Fruition,"Wild Bolivian, Batch 2",2016,74.0,U.S.A.,75.0,Beniano,Bolivia,138750.0
719,Fruition,"Coto Brus, Heirloom, Batch 1",2016,74.0,U.S.A.,80.0,Amazon mix,Costa Rica,148000.0
721,Fruition,Maranon,2014,76.0,U.S.A.,60.0,Forastero (Nacional),Peru,114000.0
723,Fruition,Camino Verde,2013,75.0,U.S.A.,60.0,Blend,Ecuador,112500.0
727,Garden Island,"Kaua'I, Alea Estate +world",2014,85.0,U.S.A.,50.0,Blend,Hawaii,106250.0
731,Georgia Ramon,Conacado Coop,2015,80.0,Germany,70.0,Trinitario,Domincan Republic,154000.0
732,Georgia Ramon,Akesson P.,2015,75.0,Germany,70.0,Trinitario,Madagascar,144375.0
735,Goodnow Farms,"Almendra Blanca, batch 1004",2016,77.0,U.S.A.,55.00000000000001,Blend,Mexico,105875.00000000001
736,Goodnow Farms,"El Carmen, batch 1003",2016,77.0,U.S.A.,65.0,Blend,Nicaragua,125125.0
737,Goodnow Farms,"Asochivite, batch 1005",2016,77.0,U.S.A.,65.0,Blend,Guatemala,125125.0
738,Grand Place,"Ben Tre, Dong Nai",2011,72.0,Vietnam,60.0,Trinitario,Vietnam,118800.00000000001
741,Grenada Chocolate Co.,Grenada,2010,82.0,Grenada,65.0,Trinitario,Grenada,146575.0
743,Grenada Chocolate Co.,Grenada,2008,71.0,Grenada,50.0,Trinitario,Grenada,97625.00000000001
747,Guido Castagna,Lacri Blend,2009,76.0,Italy,60.0,Blend,Venezuela,114000.0
754,Guittard,Coucher du Soleil,2011,72.0,U.S.A.,55.00000000000001,Blend,Other,99000.00000000001
756,Guittard,Onyx,2011,72.0,U.S.A.,65.0,Blend,Other,117000.0
759,Guittard,Nocturne,2009,91.0,U.S.A.,60.0,Blend,Other,136500.0
764,Guittard,Quetzalcoatl,2007,72.0,U.S.A.,70.0,Blend,Other,126000.0
771,Habitual,Papua New Guinea,2014,80.0,Canada,55.00000000000001,Blend,Papua New Guinea,110000.00000000001
772,Habitual,Campesino w/ nibs,2014,74.0,Canada,55.00000000000001,Blend,Other,101750.00000000001
773,Habitual,Dominican Republic,2014,75.0,Canada,65.0,Blend,Dominican Republic,121875.0
777,Habitual,Amazonas,2014,80.0,Canada,60.0,Blend,Other,120000.0
779,Habitual,one hundred,2014,100.0,Canada,40.0,Blend,Other,100000.0
780,Hachez,Arriba,2007,77.0,Germany,50.0,Forastero (Arriba),Ecuador,96250.0
784,Harper Macaw,"Vale do Juliana, w/ nibs",2016,85.0,U.S.A.,65.0,Blend,Brazil,138125.0
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77.0,U.S.A.,70.0,Blend,Brazil,134750.0
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74.0,U.S.A.,70.0,Blend,Brazil,129500.0
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74.0,U.S.A.,70.0,Amazon mix,Costa Rica,129500.0
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72.0,U.S.A.,70.0,Blend,Hawaii,126000.0
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77.0,U.S.A.,70.0,EET,Ecuador,134750.0
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72.0,U.S.A.,80.0,Beniano,Bolivia,144000.0
801,hello cocoa,Venezuela,2015,74.0,U.S.A.,70.0,Criollo,Venezuela,129500.0
803,hexx,Madagascar,2015,74.0,U.S.A.,60.0,Trinitario,Madagascar,122100.00000000001
805,hexx,Ecuador,2015,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
808,Hogarth,Carenero Superior,2016,72.0,New Zealand,55.00000000000001,Trinitario,Venezuela,108900.00000000003
809,Hogarth,Conacado,2016,75.0,New Zealand,65.0,Trinitario,Domincan Republic,134062.5
811,Hoja Verde (Tulicorp),Arriba,2009,80.0,Ecuador,40.0,Forastero (Arriba) ASS,Ecuador,80000.0
812,Hoja Verde (Tulicorp),Manabi,2009,80.0,Ecuador,50.0,Forastero (Arriba) ASS,Ecuador,100000.0
813,Hoja Verde (Tulicorp),Arriba,2009,72.0,Ecuador,60.0,Forastero (Arriba) ASS,Ecuador,108000.0
824,Holy Cacao,Hispaniola w/ nibs,2009,75.0,Israel,75.0,Blend,Dominican Republic,140625.0
825,Honest,"Ecuador, w/ nibs",2014,72.0,South Africa,50.0,Blend,Ecuador,90000.0
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100.0,U.K.,35.0,Trinitario,St. Lucia,96250.00000000001
829,Hotel Chocolat (Coppeneur),Trinidad,2013,75.0,U.K.,60.0,Trinitario,Trinidad,123750.00000000001
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80.0,U.K.,70.0,Trinitario,Vietnam,154000.0
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90.0,U.K.,60.0,Forastero (Nacional),Ecuador,135000.0
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72.0,U.K.,60.0,Trinitario,Madagascar,118800.00000000001
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82.0,U.K.,70.0,Forastero (Nacional),Ecuador,143500.0
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100.0,U.K.,55.00000000000001,Blend,Peru,137500.00000000003
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100.0,U.K.,50.0,Forastero (Nacional),Ecuador,125000.0
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100.0,U.K.,55.00000000000001,Blend,Dominican Republic,137500.00000000003
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80.0,U.K.,60.0,Forastero (Nacional),Ecuador,120000.0
844,Hotel Chocolat (Coppeneur),St. Lucia,2008,72.0,U.K.,60.0,Blend,St. Lucia,108000.0
845,Hotel Chocolat (Coppeneur),Uganda,2008,80.0,U.K.,50.0,Forastero,Uganda,100000.0
846,Hotel Chocolat (Coppeneur),Tanzania,2008,75.0,U.K.,55.00000000000001,Blend,Tanzania,103125.00000000001
847,Hotel Chocolat (Coppeneur),Uba Budo,2008,72.0,U.K.,60.0,Forastero,Sao Tome,108000.0
856,Idilio (Felchlin),"Chuao, Venezuela",2013,72.0,Switzerland,75.0,Trinitario,Venezuela,148500.0
857,Idilio (Felchlin),Coopertiva Amazona,2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72.0,Switzerland,75.0,Blend,Venezuela,135000.0
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72.0,Switzerland,65.0,Criollo,Venezuela,117000.0
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
861,Idilio (Felchlin),"Porcelana, Zulia",2011,74.0,Switzerland,80.0,Criollo,Venezuela,148000.0
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72.0,Switzerland,70.0,Criollo,Venezuela,126000.0
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72.0,Switzerland,80.0,Criollo,Venezuela,144000.0
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72.0,Switzerland,80.0,Blend,Venezuela,144000.0
869,Indi,Honduras,2014,77.0,U.S.A.,60.0,Blend,Honduras,115500.0
870,iQ Chocolate,"Satipo region, white label",2012,72.0,Scotland,55.00000000000001,Criollo,Peru,99000.00000000001
871,iQ Chocolate,black label,2012,72.0,Scotland,60.0,Blend,Peru,108000.0
872,Isidro,Madagascar,2014,72.0,U.S.A.,70.0,Trinitario,Madagascar,138600.0
873,Isidro,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
874,Isidro,Belize,2014,72.0,U.S.A.,65.0,Trinitario,Belize,128700.00000000001
875,Isidro,Dominican Republic,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
878,Jacque Torres,Trinatario Treasure,2006,71.0,U.S.A.,40.0,Trinitario,Ghana,78100.0
884,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82.0,Domincan Republic,60.0,Blend,Dominican Republic,123000.0
891,Kallari (Ecuatoriana),Roberto,2008,75.0,Ecuador,55.00000000000001,Blend,Ecuador,103125.00000000001
892,Kallari (Ecuatoriana),Diego/ original micro,2008,85.0,Ecuador,50.0,Blend,Ecuador,106250.0
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85.0,Ecuador,55.00000000000001,Blend,Ecuador,116875.00000000001
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75.0,Ecuador,50.0,Blend,Ecuador,93750.0
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
898,Kaoka (Cemoi),Ecuador,2009,80.0,France,55.00000000000001,Blend,Ecuador,110000.00000000001
900,Ki' Xocolatl,Dark,2009,72.0,Mexico,40.0,Blend,Mexico,72000.0
902,Kto,San Martin,2014,72.0,U.S.A.,50.0,Blend,Peru,90000.0
903,Kto,Ocumare,2014,72.0,U.S.A.,55.00000000000001,Blend,Venezuela,99000.00000000001
904,Kto,Belize,2014,72.0,U.S.A.,60.0,Trinitario,Belize,118800.00000000001
905,Kto,Sambirano Valley,2014,72.0,U.S.A.,65.0,Trinitario,Madagascar,128700.00000000001
906,Kto,Belize,2014,90.0,U.S.A.,65.0,Trinitario,Belize,160875.0
907,Kto,Elvesia,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
908,Kto,ROIG,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
913,Kyya,Uganda,2014,72.5,U.S.A.,50.0,Forastero,Uganda,90625.0
914,Kyya,Hispaniola,2014,72.5,U.S.A.,60.0,Blend,Dominican Republic,108750.0
915,Kyya,Ecuador,2014,72.5,U.S.A.,50.0,Blend,Ecuador,90625.0
916,Kyya,Madagascar,2014,72.5,U.S.A.,60.0,Trinitario,Madagascar,119625.00000000001
917,L.A. Burdick (Felchlin),Peru,2012,74.0,U.S.A.,65.0,Blend,Peru,120250.0
920,L.A. Burdick (Felchlin),Quito,2011,74.0,U.S.A.,75.0,Blend,Ecuador,138750.0
921,L.A. Burdick (Felchlin),Grenada,2010,75.0,U.S.A.,65.0,Trinitario,Grenada,134062.5
922,L.A. Burdick (Felchlin),Dominican Republic,2010,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
923,L.A. Burdick (Felchlin),Venzuela,2010,71.0,U.S.A.,60.0,Blend,Venezuela,106500.0
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,55.00000000000001,Blend,"Africa, Carribean, C. Am.",101750.00000000001
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,70.0,Blend,"Ven., Indonesia, Ecuad.",129500.0
940,La Oroquidea,Peruvian Amazon,2011,72.0,Peru,50.0,Blend,Peru,90000.0
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75.0,France,55.00000000000001,Trinitario,Madagascar,113437.50000000003
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75.0,France,55.00000000000001,Trinitario,Vietnam,113437.50000000003
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75.0,France,60.0,Blend,Cuba,112500.0
945,Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75.0,France,65.0,Blend,Peru,121875.0
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75.0,France,60.0,Blend,Ivory Coast,112500.0
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75.0,France,70.0,Forastero,Sao Tome,131250.0
948,Laia aka Chat-Noir,"Bahia, Batch 148",2015,75.0,France,65.0,Blend,Brazil,121875.0
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75.0,France,75.0,Trinitario,Vietnam,154687.5
953,Lake Champlain (Callebaut),Tanzania,2009,75.0,U.S.A.,50.0,Blend,Tanzania,93750.0
954,L'Amourette,Rugoso,2016,80.0,U.S.A.,70.0,Trinitario,Nicaragua,154000.0
955,L'Amourette,Carenero Superior,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,123750.00000000001
956,L'Amourette,Rio Caribe,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,123750.00000000001
957,L'Amourette,Blend,2012,72.0,U.S.A.,60.0,Criollo,"Peru, Ecuador, Venezuela",108000.0
967,Levy,Sambirano,2014,71.0,Finland,70.0,Criollo,Madagascar,124250.0
972,Lillie Belle,Purple Haze,2012,75.0,U.S.A.,55.00000000000001,Blend,"Venezuela, Dom. Rep.",103125.00000000001
973,Lillie Belle,"The Other One, Grand Cru",2012,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
975,Lindt & Sprungli,Excellence (US Version),2007,85.0,Switzerland,60.0,Blend,Other,127500.0
979,Lonohana,"Haleiwa E, O'ahu, 2014",2014,75.0,U.S.A.,75.0,Blend,Hawaii,140625.0
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71.0,U.S.A.,60.0,Blend,Hawaii,106500.0
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72.0,U.S.A.,60.0,Blend,Hawaii,108000.0
983,Love Bar,Nicaragua,2015,75.0,U.S.A.,40.0,Blend,Nicaragua,75000.0
993,Madecasse (Cinagra),Madagascar,2008,75.0,Madagascar,70.0,Trinitario,Madagascar,144375.0
994,Madre,Guadalcanal,2017,73.0,U.S.A.,70.0,Blend,Solomon Islands,127750.0
1004,Madre,"Chiapas, Triple Cacao",2010,72.0,U.S.A.,55.00000000000001,Blend,Mexico,99000.00000000001
1005,Maglio,Africa,2008,75.0,Italy,40.0,Blend,Tanzania,75000.0
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75.0,Madagascar,55.00000000000001,Trinitario,Madagascar,113437.50000000003
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,70.0,Trinitario,Madagascar,140525.0
1016,Mana,Ecuador,2015,74.0,U.S.A.,50.0,Blend,Ecuador,92500.0
1017,Mana,Peru,2014,74.0,U.S.A.,50.0,Blend,Peru,92500.0
1018,Mana,Venezuela,2014,74.0,U.S.A.,55.00000000000001,Blend,Venezuela,101750.00000000001
1019,Mana,Conacado,2012,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
1021,Manoa,Markham Valley,2015,72.0,U.S.A.,70.0,Blend,Papua New Guinea,126000.0
1022,Manoa,Coto Brus,2015,72.0,U.S.A.,75.0,Blend,Costa Rica,135000.0
1023,Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A.,75.0,Blend,Hawaii,135000.0
1024,Manoa,"Liberia, #174",2012,72.0,U.S.A.,65.0,Blend,Liberia,117000.0
1025,Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A.,55.00000000000001,Blend,Hawaii,99000.00000000001
1026,Manoa,Piura,2012,72.0,U.S.A.,60.0,Blend,Peru,108000.0
1027,Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A.,65.0,Blend,Hawaii,117000.0
1031,Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,70.0,Blend,Colombia,148750.0
1035,Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A.,65.0,Trinitario,Vietnam,134062.5
1042,Map Chocolate,Colombia,2015,75.0,U.S.A.,55.00000000000001,Blend,Colombia,103125.00000000001
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A.,60.0,Blend,Tanzania,108000.0
1044,Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A.,70.0,Blend,Honduras,136500.0
1048,Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,65.0,Blend,Other,121875.0
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,65.0,Trinitario,Vietnam,151937.5
1052,Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,70.0,Trinitario,Vietnam,144375.0
1053,Marou,Ba Ria,2012,76.0,Vietnam,70.0,Trinitario,Vietnam,146300.0
1054,Marou,Dong Nai,2012,72.0,Vietnam,70.0,Trinitario,Vietnam,138600.0
1056,Marou,Ben Tre,2012,78.0,Vietnam,70.0,Trinitario,Vietnam,150150.0
1057,Marou,Tien Giang,2012,80.0,Vietnam,60.0,Trinitario,Vietnam,132000.0
1058,Marou,Lam Dong,2012,74.0,Vietnam,70.0,Trinitario,Vietnam,142450.0
1063,Marsatta,Dominican Republic,2013,74.0,U.S.A.,45.0,Blend,Dominican Republic,83250.0
1064,Marsatta,Dominican Republic,2013,89.0,U.S.A.,50.0,Blend,Dominican Republic,111250.0
1065,Martin Mayer,Alto Beni,2016,76.0,Austria,55.00000000000001,Blend,Bolivia,104500.00000000001
1066,Martin Mayer,Pisa,2016,82.0,Austria,60.0,Blend,Haiti,123000.0
1067,Martin Mayer,Tumaco,2016,74.0,Austria,65.0,Blend,Colombia,120250.0
1068,Mast Brothers,Guatemala,2015,76.0,U.S.A.,60.0,Blend,Guatemala,114000.0
1069,Mast Brothers,Tanzania,2015,74.0,U.S.A.,65.0,Blend,Tanzania,120250.0
1070,Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,75.0,Blend,"Peru, Belize",140625.0
1071,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,70.0,Blend,"Peru, Mad., Dom. Rep.",127750.0
1072,Mast Brothers,Madagascar,2012,72.0,U.S.A.,50.0,Trinitario,,99000.00000000001
1073,Mast Brothers,Chuao,2012,73.0,U.S.A.,55.00000000000001,Trinitario,Venezuela,110412.50000000003
1074,Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,70.0,Blend,Other,126000.0
1075,Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,60.0,Trinitario,Venezuela,125400.00000000001
1077,Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,55.00000000000001,Trinitario,Venezuela,122512.50000000003
1079,Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,55.00000000000001,Blend,Papua New Guinea,97625.00000000001
1080,Mast Brothers,San Martin,2011,75.0,U.S.A.,60.0,Blend,Peru,112500.0
1081,Mast Brothers,Conacado,2011,73.0,U.S.A.,65.0,Blend,Dominican Republic,118625.0
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
1083,Mast Brothers,Patanemo,2010,81.0,U.S.A.,55.00000000000001,Criollo,Venezuela,111375.00000000001
1084,Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,60.0,Blend,Venezuela,112500.0
1086,Matale,"Malekula P., 2013",2013,72.0,Australia,70.0,Trinitario,Vanuatu,138600.0
1088,Matale,"Kulili P., 2013",2013,74.0,Australia,80.0,Trinitario,Papua New Guinea,162800.0
1092,Maverick,Tumbes,2014,82.0,U.S.A.,65.0,Criollo,Peru,133250.0
1094,Mayacama,Hispaniola,2016,72.0,U.S.A.,60.0,Blend,Domincan Republic,108000.0
1100,Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,50.0,Trinitario,Madagascar,110000.00000000001
1101,Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,50.0,Trinitario,Madagascar,99000.00000000001
1102,Mesocacao,El Salvador,2015,80.0,Honduras,55.00000000000001,Blend,El Salvador,110000.00000000001
1104,Mesocacao,Honduras,2014,80.0,Honduras,65.0,Blend,Honduras,130000.0
1107,Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,70.0,Blend,Nicaragua,140000.0
1109,Metiisto,Akesson Estate,2014,72.0,Sweden,70.0,Trinitario,Madagascar,138600.0
1115,Michel Cluizel,Carre Grand Noir,2006,85.0,France,40.0,Blend,Other,85000.0
1120,Michel Cluizel,Noir Infini,2006,99.0,France,40.0,Blend,Other,99000.0
1121,Middlebury,Maya Mountain,2015,80.0,U.S.A.,70.0,Trinitario,Belize,154000.0
1123,Middlebury,Oko Caribe,2015,75.0,U.S.A.,75.0,Blend,Dominican Republic,140625.0
1124,Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
1125,Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,65.0,Blend,Tanzania,121875.0
1127,Middlebury,La Red,2013,75.0,U.S.A.,50.0,Blend,Dominican Republic,93750.0
1128,Middlebury,Belize,2013,80.0,U.S.A.,65.0,Trinitario,Belize,143000.0
1130,Middlebury,Alto Beni,2012,75.0,U.S.A.,40.0,Criollo,Bolivia,75000.0
1135,Mindo,Ecuador,2010,77.0,U.S.A.,55.00000000000001,Blend,Ecuador,105875.00000000001
